,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
3236,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3237,MG TF,1800,40000,2004,4,Petrol,Convertible,1.6L,Manual,2.0,2.0,Euro 3,0,40000
3238,Volkswagen Polo,4310,67710,2013,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,67710
3239,Ford Fiesta,995,83653,2006,5,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,83653
3240,Renault Clio,1295,102000,2009,3,Diesel,Hatchback,1.5L,Manual,3.0,5.0,Euro 4,0,102000
3241,Renault Clio,2400,62203,2013,6,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,62203
3242,Citroen Xsara Picasso,995,110000,2007,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 4,0,110000
3243,Nissan Qashqai+2,2500,94932,2009,2,Diesel,SUV,2.0L,Manual,5.0,7.0,Euro 4,0,94932
3244,MG ZR,1395,92000,2005,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 3,0,92000
3245,Peugeot 207 SW,895,114312,2008,9,Petrol,Estate,1.4L,Manual,5.0,5.0,Euro 4,0,114312
3246,Fiat Punto EVO,2250,86997,2011,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,86997
3247,Fiat Punto EVO,1989,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,75000
3248,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,39993
3249,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,61981
3250,Toyota Yaris,1395,125000,2002,3,Petrol,Hatchback,1.5L,Manual,3.0,5.0,Euro 3,0,125000
3251,Fiat Multipla,1985,106000,2007,5,Diesel,MPV,1.9L,Manual,5.0,6.0,Euro 4,0,106000
3252,Renault Clio,895,104000,2003,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 3,0,104000
3253,Honda Jazz,994,127000,2007,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,127000
3254,KIA Soul,1989,97000,2010,3,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 4,0,97000
3255,Ford KA,2595,59000,2013,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,59000
3256,Vauxhall Corsa,1000,76874,2006,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,76874
3257,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3258,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,61981
3259,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
3260,Vauxhall Insignia,2795,162000,2015,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,162000
3261,Mazda Mazda6,1795,107819,2009,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,107819
3262,SEAT Leon,3000,126000,2014,7,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,126000
3263,Ford Focus,1399,117000,2010,4,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,117000
3264,Honda Accord,950,192567,2007,5,Diesel,Saloon,2.2L,Manual,4.0,5.0,Euro 4,0,192567
3265,Fiat Grande Punto,2250,128000,2008,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,128000
3266,BMW 1 Series,3995,137000,2012,3,Diesel,Coupe,2.0L,Manual,2.0,4.0,Euro 5,0,137000
3267,Volkswagen Lupo,1750,86336,2000,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,86336
3268,Peugeot 407,2150,99000,2006,3,Diesel,Coupe,2.7L,Automatic,2.0,4.0,Euro 4,0,99000
3269,Ford Focus,1499,77000,2007,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,77000
3270,Vauxhall Corsa,2789,135000,2015,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,135000
3271,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
3272,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,39993
3273,Volkswagen Passat,1290,160000,2002,5,Diesel,Estate,1.9L,Manual,5.0,5.0,Euro 3,0,160000
3274,SEAT Ibiza,2489,110000,2012,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,110000
3275,Vauxhall Astra,990,74520,2007,3,Diesel,Hatchback,1.7L,Manual,5.0,5.0,Euro 4,0,74520
3276,Ford Mondeo,1895,118000,2010,4,Diesel,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,118000
3277,Audi Q7,1994,145000,2006,3,Diesel,SUV,3.0L,Automatic,5.0,7.0,Euro 4,0,145000
3278,Mazda Mazda2,2000,114000,2011,5,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,114000
3279,Vauxhall Astra,1950,169000,2012,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,169000
3280,Peugeot 206 CC,1100,48276,2003,5,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 3,0,48276
3281,Ford Focus,2000,86000,2010,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,86000
3282,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81000
3283,Vauxhall Zafira Tourer,13399,42847,2017,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 6,0,42847
3284,Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,60139
3285,Vauxhall Insignia,2495,121723,2012,3,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,121723
3286,Toyota Yaris,1495,90285,2007,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,90285
3287,Honda Jazz,1295,87637,2005,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,87637
3288,Renault Megane,2495,106500,2015,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,106500
3289,Citroen C1,1795,79000,2008,3,Petrol,Hatchback,1.0L,Manual,3.0,4.0,Euro 4,0,79000
3290,Vauxhall Astra,1299,96000,2006,5,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,96000
3291,Renault Clio,2490,93000,2010,3,Diesel,Hatchback,1.5L,Manual,3.0,5.0,Euro 4,0,93000
3292,Land Rover Discovery Sport,15700,70000,2017,1,Diesel,SUV,2.0L,Automatic,5.0,7.0,Euro 6,0,70000
3293,Fiat 500,2500,107000,2011,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,107000
3294,Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,0,98000
3295,Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,60139
3296,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3297,Ford Fiesta,2695,92000,2010,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,92000
3298,Mercedes-Benz C Class,1495,72200,2001,3,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 3,0,72200
3299,Ford Focus,3495,79567,2013,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,79567
3300,KIA Picanto,2450,78582,2011,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,78582
3301,MINI Hatch,2495,70930,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,70930
3302,Vauxhall Astra,3250,118000,2017,1,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,1,118000
3303,Renault Clio,3489,97000,2011,3,Petrol,Hatchback,1.6L,Automatic,3.0,5.0,Euro 5,0,97000
3304,Vauxhall Astra,1795,109400,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,109400
3305,Fiat Grande Punto,1995,83404,2008,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,83404
3306,MINI Hatch,999,95942,2009,7,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,95942
3307,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,118000
3308,Vauxhall Insignia,1999,120000,2010,3,Diesel,Estate,2.0L,Automatic,5.0,5.0,Euro 5,0,120000
3309,Audi A3,1250,190000,2009,3,Diesel,Hatchback,1.9L,Manual,5.0,5.0,Euro 4,0,190000
3310,SKODA Fabia,999,85010,2001,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 2,1,85010
3311,Vauxhall Tigra,999,77000,2005,3,Petrol,Convertible,1.4L,Manual,2.0,2.0,Euro 4,1,77000
3312,Ford Focus,1190,94519,2006,1,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,94519
3313,SEAT Ibiza,1995,137580,2010,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,137580
3314,Vauxhall Insignia,1500,136000,2011,4,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,136000
3315,Volkswagen Golf Plus,1995,86000,2010,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,86000
3316,Vauxhall Astra,1000,90081,2002,4,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,90081
3317,Renault Clio,993,104000,2008,2,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,104000
3318,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3319,Vauxhall Corsa,999,97632,2005,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,97632
3320,Renault Clio,3995,95000,2013,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,95000
3321,Ford C-max,1350,111000,2008,5,Diesel,MPV,1.8L,Manual,5.0,5.0,Euro 4,0,111000
3322,Chrysler PT Cruiser,1475,104000,2005,3,Petrol,Hatchback,2.0L,Automatic,5.0,5.0,Euro 3,0,104000
3323,Renault Clio,1499,115640,2010,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 4,0,115640
3324,Peugeot 207 CC,2000,48000,2011,4,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 5,0,48000
3325,Volkswagen Passat,2990,129000,2010,5,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,129000
3326,Vauxhall Corsa,790,87464,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87464
3327,Citroen C3,1495,124530,2010,3,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,124530
3328,Mitsubishi Outlander,1489,145000,2007,3,Diesel,SUV,2.0L,Manual,5.0,7.0,Euro 4,0,145000
3329,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,11589
3330,Fiat Doblo,1495,85000,2004,3,Diesel,Estate,1.3L,Manual,5.0,5.0,Euro 4,0,85000
3331,Honda Civic,1795,69000,2004,3,Diesel,Hatchback,1.7L,Manual,3.0,5.0,Euro 4,0,69000
3332,Honda Accord,1195,153636,2000,3,Petrol,Coupe,3.0L,Automatic,2.0,4.0,Euro 3,0,153636
3333,Mazda Mazda6,1650,112000,2010,3,Diesel,Hatchback,2.2L,Manual,5.0,5.0,Euro 5,0,112000
3334,Vauxhall Corsa,1995,109091,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,109091
3335,Ford Focus C-max,700,91617,2007,3,Petrol,MPV,1.6L,Manual,5.0,5.0,Euro 4,0,91617
3336,Citroen C1,993,135000,2006,4,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,135000
3337,Citroen C1,3494,107000,2005,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,107000
3338,Honda Cr-z,2795,112000,2010,3,Petrol Hybrid,Coupe,1.5L,Manual,3.0,4.0,Euro 5,0,112000
3339,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,39993
3340,Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,60139
3341,Renault Clio,3500,85434,2014,4,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,85434
3342,Ford Streetka,1000,78715,2003,3,Petrol,Convertible,1.6L,Manual,2.0,2.0,Euro 4,0,78715
3343,Renault Clio,500,115083,2007,7,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,115083
3344,Volvo V50,2299,153092,2009,2,Diesel,Estate,2.4L,Automatic,5.0,5.0,Euro 4,0,153092
3345,Peugeot 207,1450,94700,2009,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,94700
3346,Rover 45,2495,24000,2004,3,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 3,0,24000
3347,Nissan Qashqai,3989,76000,2012,4,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,0,76000
3348,Alfa Romeo 159,2489,68000,2008,2,Diesel,Saloon,2.4L,Automatic,4.0,5.0,Euro 4,0,68000
3349,Suzuki Swift,1450,109000,2006,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,109000
3350,Fiat Punto,1995,75061,2004,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 3,0,75061
3351,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3352,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,11589
3353,Nissan Micra,1490,79000,2006,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,79000
3354,Lexus GS 450h,2500,160000,2006,3,Petrol Hybrid,Saloon,3.5L,Automatic,4.0,5.0,Euro 5,0,160000
3355,Honda Jazz,975,136000,2006,6,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,136000
3356,Ford Mondeo,1250,128000,2009,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,128000
3357,Vauxhall Astra,2850,87000,2010,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,87000
3358,Renault Grand Scenic,2500,65500,2010,3,Diesel,MPV,1.5L,Manual,5.0,7.0,Euro 5,0,65500
3359,BMW 3 Series,2995,138000,2009,3,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,138000
3360,Alfa Romeo Mito,2495,81710,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,81710
3361,Mazda Mazda2,2480,90000,2010,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,1,90000
3362,Citroen C4,2190,121255,2012,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,121255
3363,Mitsubishi Outlander,1489,145000,2007,3,Diesel,SUV,2.0L,Manual,5.0,7.0,Euro 4,0,145000
3364,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,11589
3365,Peugeot 307,1495,75000,2005,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 3,0,75000
3366,Nissan Qashqai,1695,115000,2009,1,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 4,0,115000
3367,Peugeot 206,999,128000,2004,3,Petrol,Hatchback,1.1L,Manual,5.0,5.0,Euro 3,0,128000
3368,Jaguar XF,3494,146000,2015,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,146000
3369,Honda Civic,1880,71360,2004,2,Petrol,Hatchback,1.6L,Automatic,3.0,5.0,Euro 3,0,71360
3370,Ford Fiesta,2799,65000,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,65000
3371,Renault Clio,1990,60160,2009,1,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,60160
3372,BMW X1,6995,65000,2012,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,0,65000
3373,Vauxhall Corsa,2789,135000,2015,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,135000
3374,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3375,Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,60139
3376,Vauxhall Corsa,2989,70020,2014,3,Diesel,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,70020
3377,Peugeot 207 SW,1450,115000,2009,9,Petrol,Estate,1.4L,Manual,5.0,5.0,Euro 4,0,115000
3378,Ford Fiesta,2390,83985,2009,3,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,83985
3379,MINI Hatch,3490,129000,2011,6,Diesel,Hatchback,2.0L,Automatic,3.0,4.0,Euro 5,0,129000
3380,Volkswagen Golf,2500,98785,2009,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,98785
3381,Peugeot 206 CC,994,89000,2004,3,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 3,0,89000
3382,Citroen C5,2495,66203,2009,3,Diesel,Saloon,2.7L,Automatic,4.0,5.0,Euro 4,0,66203
3383,MINI Hatch,1495,124000,2004,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 3,0,124000
3384,Honda Civic,1190,138000,2006,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,138000
3385,Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,0,98000
3386,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,61981
3387,Ford Focus,6000,64000,2014,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,1,64000
3388,Ford Focus,1495,84000,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,84000
3389,Hyundai Amica,1100,54000,2007,3,Petrol,Hatchback,1.1L,Manual,5.0,4.0,Euro 4,0,54000
3390,SEAT Ibiza,3095,89839,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,1,89839
3391,Mitsubishi Outlander,1995,132000,2007,3,Diesel,SUV,2.0L,Manual,5.0,7.0,Euro 4,0,132000
3392,Fiat 500,2500,64000,2013,7,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,64000
3393,Vauxhall Astra,4190,76000,2013,2,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,76000
3394,Peugeot 206 CC,1789,62000,2002,3,Petrol,Convertible,1.6L,Automatic,2.0,4.0,Euro 3,0,62000
3395,BMW 1 Series,3495,98800,2013,4,Diesel,Hatchback,2.0L,Manual,3.0,5.0,Euro 5,0,98800
3396,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81000
3397,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3398,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,61981
3399,SEAT Ibiza,2999,56000,2008,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,56000
3400,Land Rover Range Rover Evoque,6495,160214,2014,3,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,160214
3401,Fiat Punto,2000,110000,2012,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,110000
3402,Lexus IS 250,2795,72000,2007,2,Petrol,Saloon,2.5L,Manual,4.0,5.0,Euro 4,0,72000
3403,Alfa Romeo Brera,1990,109000,2007,3,Diesel,Coupe,2.4L,Manual,3.0,4.0,Euro 4,0,109000
3404,Ford Fiesta,1500,93000,2008,3,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,1,93000
3405,Fiat 500,1995,103000,2008,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,103000
3406,MINI Hatch,2195,87000,2007,8,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,87000
3407,Ford KA,995,50879,2007,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,50879
3408,Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 4,0,112654
3409,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,61981
3410,SEAT Ibiza,2695,80210,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,80210
3411,Ford Focus,1095,143500,2011,4,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,143500
3412,Vauxhall Corsa,2000,110000,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,110000
3413,MINI Hatch,1325,143598,2004,3,Diesel,Hatchback,1.4L,Manual,3.0,4.0,Euro 3,1,143598
3414,Toyota Yaris,2485,76185,2001,3,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 3,0,76185
3415,Peugeot 3008,1390,107000,2010,6,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 4,0,107000
3416,Citroen C4,2250,107000,2011,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,107000
3417,Vauxhall Zafira,1675,119000,2013,3,Petrol,MPV,1.6L,Manual,5.0,7.0,Euro 5,0,119000
3418,Mitsubishi Shogun Sport,2495,123000,2005,7,Diesel,SUV,2.5L,Manual,5.0,5.0,Euro 3,0,123000
3419,BMW 3 Series,3350,124184,2010,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,124184
3420,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,118000
3421,Ford C-max,2985,111866,2011,2,Petrol,MPV,1.6L,Manual,5.0,5.0,Euro 5,0,111866
3422,SEAT Ibiza,2495,88126,2011,3,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,88126
3423,Honda Jazz,1595,97000,2007,7,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,97000
3424,Vauxhall Corsa,2499,75000,2010,2,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 5,1,75000
3425,Ford Fiesta,1795,136404,2008,4,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,136404
3426,BMW 1 Series,3500,112000,2012,3,Diesel,Hatchback,2.0L,Manual,3.0,5.0,Euro 5,0,112000
3427,Vauxhall Vivaro,2495,102000,2005,3,Diesel,Combi Van,1.9L,Manual,5.0,6.0,Euro 3,0,102000
3428,SKODA Superb,695,160000,2004,3,Diesel,Saloon,1.9L,Automatic,4.0,5.0,Euro 4,0,160000
3429,KIA Ceed,2350,99500,2010,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,99500
3430,Ford Mondeo,1795,119424,2010,3,Diesel,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,119424
3431,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81000
3432,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3433,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3434,Volvo C30,2489,140000,2011,3,Diesel,Coupe,1.6L,Manual,3.0,4.0,Euro 5,0,140000
3435,Honda Legend,2499,79000,2001,3,Petrol,Saloon,3.5L,Automatic,4.0,5.0,Euro 2,0,79000
3436,Vauxhall Corsa,1270,136000,2008,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,136000
3437,Citroen C4 Picasso,1487,152000,2007,3,Petrol,MPV,2.0L,Automatic,5.0,5.0,Euro 4,0,152000
3438,Toyota RAV4,1585,173000,2006,3,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 4,0,173000
3439,Volvo S60,3995,108358,2010,3,Diesel,Saloon,2.4L,Automatic,4.0,5.0,Euro 5,0,108358
3440,Honda Civic,1989,76000,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,76000
3441,SKODA Fabia,1895,77000,2007,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,77000
3442,Ford Fiesta,2500,113750,2010,6,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 5,0,113750
3443,Peugeot 308,999,91000,2010,1,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,91000
3444,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,118000
3445,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3446,SEAT Ibiza,3499,136000,2011,5,Petrol,Hatchback,1.4L,Automatic,3.0,5.0,Euro 5,0,136000
3447,Ford Focus,1148,105743,2007,3,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 4,0,105743
3448,Ford Mondeo,1175,103000,2006,3,Petrol,Hatchback,2.0L,Automatic,5.0,5.0,Euro 4,0,103000
3449,Citroen C3 Picasso,2495,88000,2009,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 4,0,88000
3450,MINI Hatch,1800,91000,2009,5,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,91000
3451,Vauxhall Corsa,1999,70345,2011,5,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,70345
3452,Hyundai Getz,925,136000,2006,3,Diesel,Hatchback,1.5L,Manual,3.0,5.0,Euro 4,0,136000
3453,Honda Civic,1895,126000,2008,3,Petrol,Hatchback,1.8L,Manual,3.0,5.0,Euro 4,0,126000
3454,Ford Fiesta,3250,129000,2015,1,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,1,129000
3455,Suzuki SX4,2499,52000,2008,2,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 4,0,52000
3456,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3457,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3458,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
3459,Vauxhall Astra,2995,114840,2013,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,114840
3460,Vauxhall Astra,795,89000,2003,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,89000
